heart_rate,spo2,ecg,bp_systolic,bp_diastolic
89,98.32830376788272,-0.2725489577286315,108,66
101,99.0608706048126,0.5130771669906133,106,77
94,90.12156771477387,-0.4852690831967319,132,65
66,96.74019919058793,0.3870196740926408,138,77
119,90.51835799119729,-0.9205775848555056,99,87
75,95.48858665077356,0.6788160752185439,139,66
85,92.87632729043678,-0.10365830595736303,117,61
107,93.06776599522141,0.27338582871588346,127,78
116,93.52958503452356,-0.5575243603866327,137,68
111,96.2129244904961,0.3541474253168959,117,88
119,93.3404996566877,0.5444805517865532,139,63
108,97.3269905059028,-0.05357362623120254,139,73
61,94.0452738557387,0.2354538481235886,90,64
60,90.68353200309959,-0.08734815235520288,92,84
107,97.83759842484108,0.788182738515691,104,66
71,92.85758324592706,-0.00426163897136167,99,67
64,94.32766879599262,0.6836174180576378,110,74
96,96.85443883221902,0.6027041165404972,126,86
91,93.32456157148712,-0.17899035730328694,104,78
118,90.56585656146716,-0.5398310162850499,112,86
114,93.73921047012814,-0.18783573488045802,103,70
68,99.44448582694304,0.6524347515504403,104,79
100,96.41734397298558,-0.5447349283612153,99,82
94,96.71479148667207,0.048872691715498684,98,63
78,96.3228215363764,0.612193495921495,133,77
107,91.98992138959437,-0.2930450497432424,128,73
75,94.1833386410228,0.2844192740053948,94,85
62,97.50939798363318,-0.508736851902371,114,65
79,91.01372897553159,-0.7814411092636802,131,84
83,92.77852776089712,0.5887684501857127,115,75
113,92.76319108465853,-0.8020627531825864,97,77
115,94.32018927594505,-0.4572372098408308,111,60
92,99.80368740942185,0.7102188439948802,114,67
83,90.67502546683822,-0.3070614258426656,137,60
111,95.18700994380595,0.9460906990283222,101,60
70,91.7936468201221,0.9594686695477195,98,78
108,99.70676545409744,-0.4634479590928866,99,80
67,91.13303504727465,-0.9180435555002191,137,88
95,94.03601002361592,0.41012656841075823,99,87
97,97.37884984834606,-0.09802699470331255,98,84
99,97.04554428027446,-0.7984943120808474,115,86
79,94.22728636893932,0.4150456379560856,124,69
94,93.46524167952718,-0.9376501817761576,116,77
107,93.9761237855287,0.7403933809844843,120,71
84,92.6427626315864,-0.7226949417733926,108,87
94,92.053329387068,-0.74537624250655,132,76
84,94.8303969755889,-0.648655404062831,127,60
88,92.68533756067607,0.9205327169841331,95,67
77,92.8746166489725,0.386338720507692,104,69
105,96.56756063474558,0.6027430709272734,118,85
77,99.68537331699892,-0.20473002853449396,136,69
61,96.03637200559375,-0.3273745449900889,134,77
113,90.76979467064966,-0.5310319864336601,94,88
94,90.75583613854067,-0.038703943375182126,103,68
75,99.51423220845567,0.103657467068337,91,84
100,92.97290790307333,0.26354968730551076,112,61
95,90.92066986082476,-0.48576299200261097,133,62
92,95.99044587150382,0.8973081618059813,135,61
63,96.23648778290266,-0.6604830035857283,108,65
92,96.48504820118688,0.9313063495328247,113,82
73,92.67402027857541,-0.9702877549849924,109,71
80,90.15110684214476,-0.037748616366308774,136,81
107,99.65015369454471,-0.3332643237668744,116,78
79,92.50893045691103,-0.10175317213949842,113,87
115,96.76026288052547,0.14132915796157808,106,74
67,97.0662986987871,-0.12882168397458194,114,78
66,96.10007417079485,-0.17030629939681008,135,71
62,93.12907394213649,0.4654468308266131,120,77
76,92.71096253764065,0.3717525501729293,117,75
92,95.97668282702703,0.6665425640716958,139,61
107,98.66095633611691,-0.5000820375210089,117,70
71,99.46733728923395,0.21905701950812717,111,71
118,91.05905804403757,0.1703895707857077,94,64
110,91.5482861259772,-0.2605243782546225,133,86
81,99.4473625878308,-0.027884916194638176,131,86
114,97.36535228334793,-0.37243571338854253,97,83
81,98.82993824829774,-0.7163112047660296,127,65
105,92.02632634135344,-0.5723975786745343,117,84
89,95.87585871109403,-0.7889727071975978,136,70
97,97.01139594417474,0.36613915038024825,101,80
97,96.80111885446972,0.32145478621830303,114,69
104,94.08151690866698,0.9012127431597456,127,63
110,90.15394891691308,0.4593568272944826,133,68
113,95.82926056804263,-0.8959083224877371,104,71
67,92.53101539179609,0.7684903478579084,133,69
86,94.5025424614289,0.7253503258914515,130,86
86,99.57581015083818,-0.11335935845460265,123,73
93,93.99035317642435,0.17172610105584307,134,64
80,98.39801606664426,0.9521566649450377,102,60
89,91.88540605749252,0.06460872769633252,97,64
92,96.72460498025029,0.8106436567521795,102,75
87,99.77006954438943,-0.8339224843796271,125,64
106,91.01893100872937,-0.6178962625826343,95,64
92,90.08319942227192,-0.11849011311736435,127,88
64,94.33582792632615,0.1695136166746094,121,77
119,90.92625483051367,0.6324557037256004,110,88
107,97.48384349676232,0.9765242302863737,133,65
78,99.1454866384856,-0.22229700705176714,133,80
63,94.34020972708758,-0.9051687277198301,138,77
94,92.58711642155441,0.6023430065906497,96,87
108,94.3440331900661,0.2087614381656162,115,69
76,97.23447817850001,-0.6029142822635967,104,74
103,90.09054161580372,-0.01034308675715967,138,89
87,95.89453989484697,0.48462049106744876,131,83
89,96.13291684887379,0.5408235741372875,112,81
88,96.37688246895935,-0.0007631760024759959,127,70
105,92.42022079980877,-0.38957093974228174,130,85
112,97.14052723378127,0.947485164076987,104,87
65,90.91391486331776,0.3267252219129857,137,86
94,91.992703364668,-0.1835249613074026,129,78
119,98.77470046654481,-0.43907355159069517,105,84
100,97.38723150726567,0.46220596600712427,121,72
96,90.13745554011345,-0.5156331088124646,126,86
83,92.483762603698,-0.6565800220526237,107,86
88,92.14406482993165,0.059667777924140575,109,89
108,92.70806328036973,-0.4200252147117163,135,79
105,92.47559770279886,0.2578102898472301,91,62
112,90.62526295742846,-0.764122650251533,112,75
90,94.5894051659682,0.30988220913464315,119,66
94,97.32733474786166,-0.43340694400459556,92,71
119,96.06731724717436,-0.9995141311309745,135,88
92,96.7287166859808,-0.7461278846516473,128,74
111,90.81149178536239,0.8672307556701881,136,89
80,99.51490710176788,0.7347092782307156,138,67
91,98.38491833843025,-0.5327819359275263,90,82
82,98.05090318495662,0.5567438090909824,130,76
92,98.22983805041767,0.2171431863479485,111,60
62,99.32710508132762,0.9418094228997389,118,88
77,95.44253966113698,-0.2527886809318818,103,80
84,92.00282017867626,0.36292122503434254,137,89
101,96.16783607852541,-0.8729285551521628,117,67
90,97.42881493667939,-0.2075053063671881,110,73
113,97.37917393354026,0.9276353223763609,134,69
117,95.2144902416688,0.0779617489002411,121,86
62,90.68458719333579,-0.42424099333031084,95,78
99,93.71112938430127,-0.7594580737427863,90,67
105,99.20766608463357,0.40705668036306086,110,78
83,95.84448909757425,0.2897120868594536,93,63
109,95.38331943255713,-0.25212257279245076,92,69
91,92.68853514382194,0.9018827037316686,138,82
106,93.6844891991658,-0.9555943740242994,119,62
81,98.95346089153169,-0.3925522967363484,120,63
82,96.66463047526835,0.8421389725991628,123,75
61,97.87387026752333,-0.35812912336111924,108,83
86,94.54345423067655,-0.4954943322896592,109,63
101,96.30247219456157,0.06844081986249462,112,84
61,92.48383608743208,0.6476034998410758,129,79
85,97.05460830283486,-0.7937064782432779,114,88
76,94.27601333703338,0.8860414192914723,104,89
99,94.42545514814745,0.5901457623623281,127,79
92,96.49322324576882,-0.6374994888968961,112,72
68,99.36280621468927,0.42401592239632535,91,80
102,90.6400634660862,-0.2300825547248857,104,76
113,98.24743237347008,-0.19541064384736262,133,82
107,92.92383110412193,0.5665801848777328,124,84
98,94.43919454506377,0.9255696159614644,99,75
88,90.21913328775008,-0.7466882543056121,103,87
101,93.01046077834313,-0.1587395262423612,116,84
114,95.0263124263013,-0.03811678383139294,103,76
85,90.56176077347439,-0.2473763660900048,124,65
94,94.91095729383166,-0.27362175256754995,122,62
109,99.27110628858428,-0.8954626648768069,90,79
84,91.05393218107805,0.37107724112524654,123,83
83,97.64440728075505,-0.12757116575990923,108,63
72,94.09671053375993,-0.6104123947121465,113,67
119,96.55173714524338,0.6320670046041368,131,79
117,92.6023659798523,0.6051214963032558,93,68
66,91.59492262541359,-0.027216743822212397,125,81
116,91.60462614271226,-0.40309867770447894,102,60
95,90.70491945643144,0.27618545159290475,121,72
104,91.85646704901244,-0.4236957284451939,98,85
79,96.64219384988968,-0.5279841393525759,128,61
60,98.81690611843509,0.4610293080526533,105,82
67,98.14125685591162,-0.9193495205580986,139,69
105,96.85134309874483,-0.8104630579308121,92,82
75,91.10431863411102,-0.9864236519528204,109,78
73,92.89187446295949,-0.6941136270491477,99,76
71,93.0980687532247,-0.8620199825790811,111,83
110,92.49956946397621,0.9916047355598372,137,72
82,95.15005659709723,-0.42238006009182083,92,88
74,95.35553814879673,-0.7014639746615055,100,85
87,93.5688597517111,-0.5180074840081641,114,73
93,93.53789158736436,0.8722511430802693,131,86
61,98.28555597906082,0.04032044604879137,137,70
91,97.89292848319685,-0.2703638073842862,97,69
82,93.07795831680745,0.7467829158184387,98,66
81,99.1378844387326,-0.21001945890193507,104,69
110,99.52815017002506,-0.3299828600846084,121,83
84,93.26742542030041,-0.5854349549005289,92,60
117,93.54424948793054,-0.244406352181177,93,73
81,95.05634153421958,-0.36663128796614797,119,62
117,99.41120812533674,0.35460791859628205,102,72
117,98.76319433142311,-0.4208345906585458,133,61
81,91.02567962583589,0.1543994928451229,110,76
108,93.92730743271416,-0.8682156699360546,130,80
111,95.53371189749772,-0.6174216866069713,135,62
101,95.0313247255154,-0.18518945677730247,108,85
65,91.93863067936893,0.8738985078173909,128,74
74,98.58816771168155,-0.2454960285686092,137,67
113,96.76940782996837,0.3281482423996682,111,65
102,98.37908374851804,-0.4898255551572037,109,85
119,98.58764279349472,-0.7459328480535365,126,89
96,97.4835585366574,-0.8829267998398997,120,68
92,94.39210601249718,-0.3891730029144973,99,84
67,96.10546755015424,-0.6846779464061841,107,70
112,91.60365406119743,-0.6519791039677516,132,81
119,96.73645417474907,0.5215186167739001,128,61
103,91.7925325573928,-0.9683238581102516,135,68
103,96.93949590510157,0.11562025147086885,109,77
64,92.29598160753969,-0.24107723881307042,107,78
98,91.1755130015022,0.013099999817094421,100,81
63,91.65284490142957,0.1256604744292058,111,77
65,90.0199213521907,-0.3732646110854436,133,64
104,97.18739617853531,-0.40978227963142944,107,77
91,97.32401049058379,0.4668036986698114,123,71
111,95.1493334991326,0.7425539762423143,112,63
89,91.61362801055384,-0.6148367350829442,90,74
106,90.8355433751069,-0.8047624789297021,99,70
94,90.19128966437287,0.7955916127840519,90,86
114,91.65748176965221,-0.3002090727052027,127,78
99,98.90855534983146,0.10263478132562831,128,64
111,92.41536841701682,-0.28091371095999307,138,65
75,93.54271327217215,-0.7483953273078974,98,72
72,91.05345484481333,0.1786632898954561,120,82
109,92.2236130474817,0.050281703539259315,96,69
119,95.19224570780204,-0.5940128816176056,106,83
101,96.07752683095653,-0.09626191069544432,124,84
89,92.45352314166212,0.5938950080312917,137,73
78,90.57732159225117,0.18085220621578268,126,63
76,93.91032869127399,-0.8061653458660103,107,79
115,92.34203370926335,0.09604299445827014,122,82
78,92.19553923229802,0.40547659857917373,93,71
87,99.59862802713455,0.5854068115615028,112,74
117,96.16300485925724,0.2582351572685335,100,85
114,95.56878443172096,-0.6946836709184325,98,69
85,94.15775103523322,0.42034653318032134,119,70
96,94.28944333430144,0.35468369216303275,97,68
85,95.40905003838081,-0.9511462341187336,129,70
112,96.96429807036107,-0.17650466481951366,94,61
82,97.02146096181829,-0.3340995060752534,101,72
68,91.71693907705449,0.3388241285072868,90,86
71,95.00112752076627,-0.5677283753781586,104,81
112,94.11958095034102,0.181743845948517,114,85
60,98.70526966269384,0.8264119236283447,107,85
117,96.31418921218376,0.5956047444172154,127,67
117,95.32504066415981,0.8429154724330608,131,88
60,91.15394642178917,0.95701193386538,135,80
106,96.05637889323411,-0.9786597459876745,115,80
93,91.17203905680233,0.24548255275495512,129,67
91,93.37206575565752,-0.17432120448218713,92,60
113,91.42841964814332,0.7197089806702435,111,65
107,96.9207364702437,-0.4963705959817366,115,85
84,92.06252113836153,0.9620589782301523,108,72
99,93.91859373188026,0.22741593908749458,133,68
104,98.95674777618778,0.5870748044576619,133,87
112,92.04316383398971,-0.8288008943544634,136,65
60,95.07805063958779,-0.6330842304822699,128,74
75,94.19271661166022,0.5168073460684064,125,82
98,90.18124041045729,-0.9560269559213528,110,75
64,97.92758113572813,0.6337559717875656,130,63
